Item type	ID	dwc	reference_author	Editors	title	publication_name	actual_pub_date	pages	publisher	pub_place	URLs	DOI	Language
Journal Article	155	Stonis JR, Remeikis A. Southern Andean Stigmella sinuosa complex (Lepidoptera, Nepticulidae): unraveling problematic taxonomy with a pictorial key of adults? Zootaxa 4136: 309-322. doi: 10.11646/zootaxa.4136.2.3. (2016).	Stonis, J. R., and A. Remeikis		Southern Andean Stigmella sinuosa complex (Lepidoptera, Nepticulidae): unraveling problematic taxonomy with a pictorial key of adults?	Zootaxa 4136	01/01/2016	309–322			http://dx.doi.org/10.11646/zootaxa.4136.2.3	10.11646/zootaxa.4136.2.3	en
Journal Article	156	Meyrick E. Descriptions of New Zealand Micro-Lepidoptera. Transactions and Proceedings of the New Zealand Institute 21: 154-188. (1889).	Meyrick, E.		Descriptions of New Zealand Micro-Lepidoptera	Transactions and Proceedings of the New Zealand Institute 21	01/01/1889	154–188					en
Journal Article	157	Szocs J. A new Nepticula species from Hungary (Lepidopt.). Acta Zoologica Academiae Scientiarum Hungariae 4: 417-419. (1959).	Szocs, J.		A new Nepticula species from Hungary (Lepidopt)	Acta Zoologica Academiae Scientiarum Hungariae 4	01/01/1959	417–419					en
Journal Article	158	Szocs J. Angaben über minierenden Motten aus Budapest und Umgebung. Folia Entomologica Hungarica, sn 42: 209-220. (1981).	Szocs, J.		Angaben über minierenden Motten aus Budapest und Umgebung	Folia Entomologica Hungarica, sn 42	01/01/1981	209–220					de
Conference Paper	159	Beirne BP. The male genitalia of the British Stigmellidae (Nepticulidae) (Lep.). Proceedings of the Royal Irish Academy Section B 50: 191-218. doi: http://www.jstor.org/pss/20490833. (1945).	Beirne, B. P.		The male genitalia of the British Stigmellidae (Nepticulidae) (Lep)	Proceedings of the Royal Irish Academy Section B 50	01/01/1945	191–218			http://dx.doi.org/http://www.jstor.org/pss/20490833	http://www.jstor.org/pss/20490833	en
Journal Article	160	Bradley JD, Fletcher DS, Whalley PES. Kloet and Hincks. A checklist of British Insects. Second Edition (Revised) part 2: Lepidoptera. Handbooks for the Identification of British Insects 11: 1-153. (1972).	Kloet, G. S., and W. D. Hincks		A Checklist of British Insects: Lepidoptera, Part 2	Handbooks for the identification of British insects	01/01/1972	1–153					en
Miscellaneous	161	Clemens B. Letters received from Dr. Brackenridge Clemens. 9. Letter of October 29th, 1860. In: Stainton HT (Ed) The Tineina of North America by (the late) Dr Brackenridge Clemens (being a collected edition of his writing on that group of insects). John van Voorst, London, XV, 282. (1872).	Clemens, B.  / Stainton, H. T., ed.	Stainton, H. T., ed.	Letters received from Dr. Brackenridge Clemens. 9. Letter of October 29th, 1860	The Tineina of North America by (the late) Dr Brackenridge Clemens (being a collected edition of his writing on that group of insects)	01/01/1872	282	John van Voorst	London			en
Journal Article	162	Braun AF. Nepticulidae of North America. Transactions of the American Entomological Society 43: 155-209, pls. 155-158. (1917).	Braun, A. F.		Nepticulidae of North America	Transactions of the American Entomological Society 43	01/01/1917	155–209					en
Journal Article	163	Nieukerken EJ van. Identity of two Nepticula species named by Walsingham (Lepidoptera: Nepticulidae, Tischeriidae). Tijdschrift voor Entomologie 147: 111-112. doi: http://www.nev.nl/tve/cat/info.php?artikelid=2411. (2004).	van Nieukerken, E. J.,		Identity of two Nepticula species named by Walsingham (Lepidoptera: Nepticulidae, Tischeriidae)	Tijdschrift voor Entomologie 147	01/01/2004	111–112			http://dx.doi.org/http://www.nev.nl/tve/cat/info.php?artikelid=2411	http://www.nev.nl/tve/cat/info.php?artikelid=2411	en
Journal Article	164	Nieukerken EJ van, Johansson R. The Quercus feeding Stigmella species of the West Palaearctic: new species, key and distribution (Lepidoptera: Nepticulidae). Tijdschrift voor Entomologie 146: 307-370. doi: 10.1163/22119434-900000129. (2003).	van Nieukerken, E. J., and R. Johansson		The Quercus feeding Stigmella species of the West Palaearctic: new species, key and distribution (Lepidoptera: Nepticulidae)	Tijdschrift voor Entomologie 146	01/01/2003	307–370			http://dx.doi.org/10.1163/22119434-900000129	10.1163/22119434-900000129	en
Journal Article	165	Chambers VT. Tineina of the Central United States. Cincinnati Quarterly Journal of Science 2: 97-121. (1875).	Chambers, V. T.		Tineina of the Central United States	Cincinnati Quarterly Journal of Science 2	01/01/1875	97–121					en
Journal Article	166	Clemens B. Micro-Lepidopterous larvae. Notes on a few species, the imagos of which are probably undescribed. Proceedings of the Entomological Society of Philadelphia 1: 75-87. (1861).	Clemens, B.		Notes on a few species, the imagos of which are probably undescribed	Proceedings of the Entomological Society of Philadelphia 1	01/01/1861	75–87					en
Journal Article	167	Karsholt O, Nielsen ES. Systematisk fortegnelse over Danmarks sommerfugle. Scandinavian Science press, Klampenborg: 1-128 pp. (1976).	Karsholt, O., and E. S. Nielsen			Systematisk fortegnelse over Danmarks sommerfugle	01/01/1976	1–128	Scandinavian Science press	Klampenborg			no
Journal Article	168	Wocke MF. Mittheilungen über einige für die schlesische Fauna neue Arten. Jahresbericht der Schlesischen Gesellschaft für Vaterländische Kultur 38: 132-133. (1860).	Wocke, M. F.		Mittheilungen über einige für die schlesische Fauna neue Arten	Jahresbericht der Schlesischen Gesellschaft für Vaterländische Kultur 38	01/01/1860	132–133					de
Journal Article	169	Šimkeviciute A, Stonis JR, Diškus A. Taxonomic checklist of Nepticulidae of Mexico, with the description of three new species from the Pacific Coast (Insecta, Lepidoptera). Acta Zoologica Lituanica 19: 268-277. doi: 10.2478/v10043-009-0037-0. (2009).	Šimkeviciute, A., J. R. Stonis, and A. Diškus		Taxonomic checklist of Nepticulidae of Mexico, with the description of three new species from the Pacific Coast (Insecta, Lepidoptera)	Acta Zoologica Lituanica 19	01/01/2009	268–277					en
Book Chapter	170	Herrich-Schäffer GAW. Revision der Europäischen Schmetterlingfauna. Correspondenzblatt für Sammler von Insecten, insbesondere von Schmetterlingen 1: 59-61. (1860).	Herrich-Schäffer, G. A. W.		Revision der Europäischen Schmetterlingfauna	Correspondenzblatt für Sammler von Insecten, insbesondere von Schmetterlingen 1	01/01/1860	59–61					de
Journal Article	171	Laštuvka Z, Laštuvka A, Nieukerken EJ van. The Bupleurum (Apiaceae) feeding species of Trifurcula (Glaucolepis): new species, biology and distribution (Lepidoptera: Nepticulidae). Tijdschrift voor Entomologie 156: 191-210. doi: 10.1163/22119434-00002028. (2013).	Laštuvka, Z., A. Laštuvka, and E. J. van Nieukerken		The Bupleurum (Apiaceae) feeding species of Trifurcula (Glaucolepis): new species, biology and distribution (Lepidoptera: Nepticulidae)	Tijdschrift voor Entomologie 156	01/01/2013	191–210			http://dx.doi.org/10.1163/22119434-00002028	10.1163/22119434-00002028	en
Journal Article	172	Zetterstedt JW. Insecta Lapponica. Lipsiae: i-vi, 1-1140 pp. doi: http://dx.doi.org/10.5962/bhl.title.8242. (1838-1840).	Zetterstedt, J. W.			Insecta Lapponica	01/01/1838	1–1140	Sumtibus Leopoldi Voss	Lipsiae	http://dx.doi.org/10.5962/bhl.title.8242	10.5962/bhl.title.8242	it
Journal Article	173	Meyrick E. Descriptions of South African Micro-Lepidoptera. Annals of the South African Museum 17: 273-318. (1920).	Meyrick, E.		Descriptions of South African Micro-Lepidoptera	Annals of the South African Museum 17	01/01/1920	273–318					en
Miscellaneous	174	Laštuvka A, Laštuvka Z. Nepticulidae Mitteleuropas. Ein illustrierter Begleiter (Lepidoptera). Konvoj, Brno: 229 pp. (1997).	Laštuvka, A., and Z. Laštuvka			Nepticulidae Mitteleuropas. Ein illustrierter Begleiter (Lepidoptera)	01/01/1997	229		Konvoj, Brno			de
Journal Article	175	Rebel H. Sechster Beitrag zur Lepidopterenfauna der Kanaren. Annalen des Kaiserlich-Königlichen Naturhistorischen Hofmuseums, Wien 24: 327-374. (1910).	Rebel, H.		Sechster Beitrag zur Lepidopterenfauna der Kanaren	Annalen des Kaiserlich-Königlichen Naturhistorischen Hofmuseums, Wien 24	01/01/1910	327–374					de
Journal Article	176	Hoare RJB. A new genus of primitive Nepticulidae (Lepidoptera) from eastern Australia, with a revised diagnosis of nepticulid subfamilies. Zoological Journal of the Linnean Society 128: 289-317. doi: 10.1006/zjls.1998.0189. (2000).	Hoare, R. J. B.		A new genus of primitive Nepticulidae (Lepidoptera) from eastern Australia, with a revised diagnosis of nepticulid subfamilies	Zoological Journal of the Linnean Society 128	01/01/2000	289–317			http://dx.doi.org/10.1006/zjls.1998.0189	10.1006/zjls.1998.0189	en
Journal Article	177	Hoare RJB. Gondwanan Nepticulidae (Lepidoptera)? Systematics and biology of the Ectoedemia (Fomoria) vannifera group. Tijdschrift voor Entomologie 142: 299-316. doi: http://www.nev.nl/tve/pdf/te0142299.pdf. (2000).	Hoare, R. J. B.		Gondwanan Nepticulidae (Lepidoptera)? Systematics and biology of the Ectoedemia (Fomoria) vannifera group	Tijdschrift voor Entomologie 142	01/01/2000	299–316			http://dx.doi.org/http://www.nev.nl/tve/pdf/te0142299.pdf	http://www.nev.nl/tve/pdf/te0142299.pdf	en
Journal Article	178	Heinemann H von. Nachtrag zu den Bemerkungen über die Arten der Gattung Nepticula. Berliner Entomologische Zeitschrift 15: 209-223. (1871).	Heinemann, H. von,		Nachtrag zu den Bemerkungen über die Arten der Gattung Nepticula	Berliner Entomologische Zeitschrift 15	01/01/1871	209–223					de
Journal Article	179	Stonis JR, Diškus A, Remeikis A, Noreika R, Schuster J. Four new leaf-mining Acalyptris species from Guatemala and Belize, with new data on bionomics of Stigmella pruinosa (Lepidoptera: Nepticulidae). Zootaxa 3737: 101-117. doi: 10.11646/zootaxa.3737.2.1. (2013).	Stonis, J. R., A. Diškus, A. Remeikis, R. Noreika, and J. Schuster		Four new leaf-mining Acalyptris species from Guatemala and Belize, with new data on bionomics of Stigmella pruinosa (Lepidoptera: Nepticulidae)	Zootaxa 3737	01/01/2013	101–117			http://dx.doi.org/10.11646/zootaxa.3737.2.1	10.11646/zootaxa.3737.2.1	en
Journal Article	180	Kozlov MV. Novye i maloizvestnye Opostegidy (Lepidoptera, Opostegidae) iz Aziatskoj chasti SSSR. (New and little known opostegid moths (Lepidoptera, Opostegidae) from Asiatic parts of the USSR). Trudy Zoologicheskogo Instituta 134: 49-58. (1985).	Kozlov, M. V.		Novye i maloizvestnye Opostegidy (Lepidoptera, Opostegidae) iz Aziatskoj chasti SSSR. (New and little known opostegid moths (Lepidoptera, Opostegidae) from Asiatic parts of the USSR)	Trudy Zoologicheskogo Instituta 134	01/01/1985	49–58					ru-Latn
Journal Article	181	Schütze KT. Mitteilungen über einige Kleinschmetterlinge. Deutsche Entomologische Zeitschrift Iris 17: 192-208. (1905).	Schütze, K. T.		Mitteilungen über einige Kleinschmetterlinge	Deutsche Entomologische Zeitschrift Iris 17	01/01/1905	192–208					de
Miscellaneous	182	Nieukerken EJ van. A taxonomic revision of the western Palaearctic species of the subgenera Zimmermannia Hering and Ectoedemia Busck s. str. (Lepidoptera, Nepticulidae), with notes on their phylogeny. Tijdschrift voor Entomologie 128: 1-164. (1985).	van Nieukerken, E. J.,		A taxonomic revision of the western Palaearctic species of the subgenera Zimmermannia Hering and Ectoedemia Busck s. str. (Lepidoptera, Nepticulidae), with notes on their phylogeny	Tijdschrift voor Entomologie 128	01/01/1985	1–164					en
Journal Article	183	Emmet AM. Notes on some of the British Nepticulidae, 2. Entomologist's Record and Journal of Variation 86: 147-153. (1974).	Emmet, A. M.		Notes on some of the British Nepticulidae, 2	Entomologist's Record and Journal of Variation 86	01/01/1974	147–153					en
Journal Article	184	Braun AF. Notes on North American species of Nepticula with description of new species (Lepidoptera). Canadian Entomologist 46: 17-24. (1914).	Braun, A. F.		Notes on North American species of Nepticula with description of new species (Lepidoptera)	Canadian Entomologist 46	01/01/1914	17–24					en
Journal Article	185	Caradja A. Beitrag zur Kenntnis der geographischen Verbreitung der Mikrolepidopteren des palaearktischen Faunengebietes nebst Beschreibung neuer Formen. Deutsche Entomologische Zeitschrift Iris 34: 75-179. doi: http://biodiversitylibrary.org/page/12720924. (1920).	Caradja, A.		Beitrag zur Kenntnis der geographischen Verbreitung der Mikrolepidopteren des palaearktischen Faunengebietes nebst Beschreibung neuer Formen	Deutsche Entomologische Zeitschrift Iris 34	01/01/1920	75–179			http://dx.doi.org/http://biodiversitylibrary.org/page/12720924	http://biodiversitylibrary.org/page/12720924	de
Journal Article	186	Packard AS. New or little known injurious insects. Annual Report of the Massachusetts Board of Agriculture 17: 235-238. (1870).	Packard, A. S.		New or little known injurious insects	Annual Report of the Massachusetts Board of Agriculture 17	01/01/1870	235–238					en
Journal Article	187	Kearfott WD. New North American Tortricidae and Tineina. Journal of the New York Entomological Society 16: 167-188, pl. 163. (1908).	Kearfott, W. D.		New North American Tortricidae and Tineina	Journal of the New York Entomological Society 16	01/01/1908	167–188					en
Conference Paper	188	Clemens B. New American Micro-Lepidoptera. Proceedings of the Entomological Society of Philadelphia 1: 131-137. (1862).	Clemens, B.		New American Micro-Lepidoptera	Proceedings of the Entomological Society of Philadelphia 1	01/01/1862	131–137					en
Journal Article	189	Wood JH, Walsingham L. Nepticula confusella, a new birch-mining species. Entomologist's Monthly Magazine 30: 272-273. (1894).	Wood, J. H., and L. Walsingham		Nepticula confusella, a new birch-mining species	Entomologist's Monthly Magazine 30	01/01/1894	272–273					en
Journal Article	190	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 3: 65-96. (1924).	Meyrick, E.		Exotic Microlepidoptera 3	Exotic Microlepidoptera	01/01/1924	65–96					ja
Journal Article	191	Joannis J de. Contribution a l'étude des Lépidoptères du Morbihan. Annales de la Société Entomologique de France 77: 688-838, pl. 615, map. (1909).	Joannis, J, de.		Contribution a l'étude des Lépidoptères du Morbihan	Annales de la Société Entomologique de France 77	01/01/1909	688–838					fr
Journal Article	192	Skala H. In der Welser Heide beobachtete Falter. Zeitschrift des Wiener Entomologen-Vereines 25: 143-144. (1940).	Skala, H.		In der Welser Heide beobachtete Falter	Zeitschrift des Wiener Entomologen-Vereines 25	01/01/1940	143–144					de
Book Chapter	193	Hofmann O. Ueber die Nepticulen. In: Herrich-Schäffer & Hofmann, III. Nachtrag und Berichtigungen zur Lepidopteren-Fauna von Regensburg. Korrespondenz-Blatt des Zoologisch-Mineralogischen Vereines in Regensburg 12: 185-193. (1858).	Hofmann, O.,  / Herrich-Schäffer, G.A.W. and O. Hofmann, eds.	Herrich-Schäffer, G.A.W. and O. Hofmann, eds.	Ueber die Nepticulen	III. Nachtrag und Berichtigungen zur Lepidopteren-Fauna von Regensburg. Korrespondenz-Blatt des Zoologisch-Mineralogischen Vereines in Regensburg 12	01/01/1858	185–193					de
Journal Article	194	Zeller PC. Versuch einer naturgemässen Eintheilung der Schaben. Isis von Oken 1839: 167-220. (1839).	Zeller, P. C.		Versuch einer naturgemässen Eintheilung der Schaben	Isis von Oken 1839	01/01/1839	167–220					de
Journal Article	195	Borkowski A. Studien an Nepticuliden (Lepidoptera). Teil V. Die europäischen Arten der Gattung Nepticula Heyden von Eichen. Polskie Pismo Entomologiczne 42: 767-799. (1972).	Borkowski, A.		Studien an Nepticuliden (Lepidoptera). Teil V. Die europäischen Arten der Gattung Nepticula Heyden von Eichen	Polskie Pismo Entomologiczne 42	01/01/1972	767–799					de
Journal Article	196	Glitz CT. Zweiter Nachtrag zu dem Verzeichnisse der bei Hannover vorkommenden Schmetterlinge. Jahresbericht der Naturhistorischen Gesellschaft zu Hannover 14: 42. (1865).	Glitz, C. T.		Zweiter Nachtrag zu dem Verzeichnisse der bei Hannover vorkommenden Schmetterlinge	Jahresbericht der Naturhistorischen Gesellschaft zu Hannover 14	01/01/1865	42					de
Journal Article	197	Laštuvka A, Laštuvka Z. The Ectoedemia (Fomoria) weaveri-group of the southern Balkans with a description of two new species (Lepidoptera, Nepticulidae). Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis 48: 19-26. (2000).	Laštuvka, A., and Z. Laštuvka		The Ectoedemia (Fomoria) weaveri-group of the southern Balkans with a description of two new species (Lepidoptera, Nepticulidae)	Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis 48	01/01/2000	19–26					en
Journal Article	198	Nieukerken EJ van, Johansson R. Identity of hitherto doubtful specific names in European Nepticulidae (Lepidoptera). Zoologische Mededelingen (Leiden) 61: 459-474. (1987).	van Nieukerken, E. J., and R. Johansson		Identity of hitherto doubtful specific names in European Nepticulidae (Lepidoptera)	Zoologische Mededelingen (Leiden) 61	01/01/1987	459–474					en
Journal Article	199	Müller-Rutz J. Berichtigung. Mitteilungen der Schweizerischen Entomologischen Gesellschaft 16: slip. (1934).	Müller-Rutz, J.		Berichtigung	Mitteilungen der Schweizerischen Entomologischen Gesellschaft 16	01/01/1934						de
Journal Article	200	Laštuvka A, Laštuvka Z. Four new Trifurcula species and additional faunal data on Nepticulidae from Italy (Lepidoptera: Nepticulidae). Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis 53: 7-14. doi: 10.11118/actaun200553010007. (2005).	Laštuvka, A., and Z. Laštuvka		Four new Trifurcula species and additional faunal data on Nepticulidae from Italy (Lepidoptera: Nepticulidae)	Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis 53	01/01/2005	7–14			http://dx.doi.org/10.11118/actaun200553010007	10.11118/actaun200553010007	en
Journal Article	201	Nieukerken EJ van. Two new species in the Ectoedemia (Fomoria) weaveri-group from Asia (Lepidoptera: Nepticulidae). Zoologische Mededelingen (Leiden) 82: 113-130. doi: http://www.repository.naturalis.nl/document/93755. (2008).	van Nieukerken, E. J.,		Two new species in the Ectoedemia (Fomoria) weaveri-group from Asia (Lepidoptera: Nepticulidae)	Zoologische Mededelingen (Leiden) 82	01/01/2008	113–130			http://dx.doi.org/http://www.repository.naturalis.nl/document/93755	http://www.repository.naturalis.nl/document/93755	en
Journal Article	202	Fal'kovich MI. Cheshuekrylye (Lepidoptera) Ostancovykh gor Kul'dzhuktau i podgornoj ravniny (yugo- zapadnyj Kyzylkum). [Lepidoptera of the Monadnock Mountains of Kuldzhuktau and the subalpine plain (south west Kyzylkum).]. Trudy Vsesoyuznogo Entomologicheskogo Obshchestva 67: 131-186. (1986).	Fal'kovich, M. I.		Cheshuekrylye (Lepidoptera) Ostancovykh gor Kul'dzhuktau i podgornoj ravniny (yugo- zapadnyj Kyzylkum). [Lepidoptera of the Monadnock Mountains of Kuldzhuktau and the subalpine plain (south west Kyzylkum).]	Trudy Vsesoyuznogo Entomologicheskogo Obshchestva 67	01/01/1986	131–186					ru-Latn
Book	203	Matsumura S. 6000 Illustrated insects of Japan-Empire. Tokyo: x, ii, iii, iii, 23, 1497 + 1191, 1410 pls. pp. (1931).	Matsumura, S.			6000 Illustrated insects of Japan-Empire	01/01/1410			Tokyo			so
Journal Article	204	Laštuvka A, Huemer P. Stigmella gutlebiella sp. n., eine neue Schmetterlingsart aus dem Iran (Lepidoptera, Nepticulidae). Carinthia II 192/112: 603-606. (2002).	Laštuvka, A., and P. Huemer		Stigmella gutlebiella sp. n., eine neue Schmetterlingsart aus dem Iran (Lepidoptera, Nepticulidae)	Carinthia II 192/112	01/01/2002	603–606					de
Journal Article	205	Walsingham L. Spanish and Moorish Micro-Lepidoptera. Entomologist's Monthly Magazine 44: 226-229. (1908).	Walsingham, L.		Spanish and Moorish Micro-Lepidoptera	Entomologist's Monthly Magazine 44	01/01/1908	226–229					sn
Journal Article	206	Suire L. Sur une Nepticula Française inédite. Encyclopédie Entomologique B, Lepidoptera 3: 127-129. (1928).	Suire, L.		Sur une Nepticula Française inédite	Encyclopédie Entomologique B, Lepidoptera 3	01/01/1928	127–129					fr
Journal Article	207	Hauder F. Beitrag zur Mikrolepidopteren-Fauna Oberösterreichs, 1. Jahresbericht des Museums Francisco-Carolinum, Linz 70: 1-80. doi: http://www.biologiezentrum.at/pdf_frei_remote/JOM_70_0001-0321.pdf. (1912).	Hauder, F.		Beitrag zur Mikrolepidopteren-Fauna Oberösterreichs, 1. Jahresbericht des Museums Francisco-Carolinum	Linz 70	01/01/1912	1–80			http://dx.doi.org/http://www.biologiezentrum.at/pdf_frei_remote/JOM_70_0001-0321.pdf	http://www.biologiezentrum.at/pdf_frei_remote/JOM_70_0001-0321.pdf	de
Book Chapter	208	Wocke M. II. Microlepidoptera. In: Staudinger O, Wocke M (Eds) Catalog der Lepidopteren des europäischen Faunengebiets, II Microlepidoptera Catalogue ou enumération méthodique des lépidoptères qui habitent le terroire de la faune Européenne,II Microlepidoptera. O. Staudinger & Hermann. (1871).	Wocke, M.,  / Staudinger, O. and M. Wocke, eds.	Staudinger, O. and M. Wocke, eds.	Microlepidoptera	Catalog der Lepidopteren des europäischen Faunengebiets, II Microlepidoptera Catalogue ou enumération méthodique des lépidoptères qui habitent le terroire de la faune Européenne, II Microlepidoptera	01/01/1871		Staudinger & Hermann	Dresden			lb
Journal Article	209	Meyrick E. Descriptions of New Zealand Lepidoptera. Transactions and Proceedings of the New Zealand Institute 51: 349-354. (1919).	Meyrick, E.		Descriptions of New Zealand Lepidoptera	Transactions and Proceedings of the New Zealand Institute 51	01/01/1919	349–354					en
Journal Article	210	Puplesis R, Diškus A, Noreika R, Saparmamedova N. Revised check-list of mining Lepidoptera (Nepticuloidea, Tischerioidea and Gracillarioidea) from central Asia. Tijdschrift voor Entomologie 139: 191-200. (1996).	Puplesis, R., A. Diškus, R. Noreika, and N. Saparmamedova		Revised check-list of mining Lepidoptera (Nepticuloidea, Tischerioidea and Gracillarioidea) from central Asia	Tijdschrift voor Entomologie 139	01/01/1996	191–200					en
Journal Article	211	Meyrick E. Exotic Microlepidoptera. Exotic Microlepidoptera 2: 353-384. (1920).	Meyrick, E.		Exotic Microlepidoptera 2	Exotic Microlepidoptera	01/01/1920	353–384					ja
Journal Article	212	Braun AF. Notes on North American species of Nepticula, with descriptions of new species (Lepidoptera). Journal of the Cincinnati Society of Natural History 21: 84-101. (1912).	Braun, A. F.		Notes on North American species of Nepticula, with descriptions of new species (Lepidoptera)	Journal of the Cincinnati Society of Natural History 21	01/01/1912	84–101					en
Journal Article	213	Pröse H. Neue Ergebnisse zur Faunistik der Microlepidoptera in Bayern. 2. Beitrag. Nachrichtenblatt der Bayerischen Entomologen 33: 106-115. (1984).	Pröse, H.		Neue Ergebnisse zur Faunistik der Microlepidoptera in Bayern. 2. Beitrag	Nachrichtenblatt der Bayerischen Entomologen 33	01/01/1984	106–115					de
Journal Article	214	Puplesis RK, Ivinskis PP. Obzor fauny moleï-malyutok roda Obrussa Braun SSSR i opisanie 4 novykh vidov Obrussa capesella sp. n., O. tigrinella sp. n., O. peterseni sp. n., O. sabina sp. n. [Review of nepticulid moths fauna of the Obrussa Braun genus in the USSR and a description o. Trudy Akademii Nauk Litovskoi SSR Seriya C 92: 36-46. (1985).	Puplesis, R. K., and P P. Ivinskis		Obzor fauny moleï-malyutok roda Obrussa Braun SSSR i opisanie 4 novykh vidov Obrussa capesella sp. n., O. tigrinella sp. n., O. peterseni sp. n., O. sabina sp. n. [Review of nepticulid moths fauna of the Obrussa Braun genus in the USSR and a description	Trudy Akademii Nauk Litovskoi SSR Seriya C 92	01/01/1985	36–46					cy
Journal Article	215	Hirano N. Six new and an unrecorded species of Stigmella Schrank, 1802 from Japan (Lepidoptera, Nepticulidae) 日本産Stigmella 属の6新種と1未記録種. Tinea 23: 19-32. (2014).	Hirano, N.		Six new and an unrecorded species of Stigmella Schrank, 1802 from Japan (Lepidoptera, Nepticulidae) 日本産Stigmella 属の6新種と1未記録種	Tinea 23	01/01/2014	19–32					en
Journal Article	216	Meyrick E. Descriptions of New Zealand Lepidoptera. Transactions and Proceedings of the New Zealand Institute 49: 245-247. (1917).	Meyrick, E.		Descriptions of New Zealand Lepidoptera	Transactions and Proceedings of the New Zealand Institute 49	01/01/1917	245–247					en
Journal Article	217	Klimesch J. Nepticula loranthella spec. nov. (Lep. Nepticulidae). Zeitschrift des Österreichischen Entomologen-Vereins 22: 33-35. (1937).	Klimesch, J.		Nepticula loranthella spec. nov. (Lep. Nepticulidae)	Zeitschrift des Österreichischen Entomologen-Vereins 22	01/01/1937	33–35					de
Journal Article	218	Fischer TC. Pygmy moths (Lepidoptera, Nepticulidae) from Baltic Amber (Eocene). Zitteliana A 53: 85 – 92. doi: http://www.palmuc.de/bspg/images/pdf/7_fischer.pdf. (2013).	Fischer, T. C.		Pygmy moths (Lepidoptera, Nepticulidae) from Baltic Amber (Eocene)	Zitteliana A 53	01/01/2013	85 – 92			http://dx.doi.org/http://www.palmuc.de/bspg/images/pdf/7_fischer.pdf	http://www.palmuc.de/bspg/images/pdf/7_fischer.pdf	ny
Journal Article	219	Svensson I. Six new species of Microlepidoptera from northern Europe. Entomologica Scandinavica 7: 195-206. doi: 10.1163/187631276X00324. (1976).	Svensson, I.		Six new species of Microlepidoptera from northern Europe	Entomologica Scandinavica 7	01/01/1976	195–206			http://dx.doi.org/10.1163/187631276X00324	10.1163/187631276X00324	en
Journal Article	220	Amsel HG. Neue palästinische Lepidopteren. Mitteilungen aus dem Zoologischen Museum in Berlin 20: 271-319, pls. (1934).	Amsel, H. G.		Neue palästinische Lepidopteren	Mitteilungen aus dem Zoologischen Museum in Berlin 20	01/01/1934	271–319					de
Journal Article	221	Goeze JAE. Entomologische Beyträge zu des Ritter Linné zwölften Ausgabe des Natursystems. Dritten Theiles vierter Band. Weidmanns Erben und Reich, Leipzig, 3 (4): i-xx, 1-178 pp. (1783).	Goeze, J. A. E.		Entomologische Beyträge zu des Ritter Linné zwölften Ausgabe des Natursystems. Dritten Theiles vierter Band	Weidmanns Erben und Reich, Leipzig 3 (4)	01/01/1783	1–178					de
Journal Article	222	Nieukerken EJ van. Opostegidae. In: Johansson R, Nielsen ES, Nieukerken EJ van, Gustafsson B (Eds) The Nepticulidae and Opostegidae (Lepidoptera) of NW Europe. Fauna Entomologica Scandinavica 23: 357-372. (1990).	van Nieukerken, E. J.,  / Johansson, R., E. S. Nielsen, E. J. van Nieukerken, and B. Gustafsson, eds.	Johansson, R., E. S. Nielsen, E. J. van Nieukerken, and B. Gustafsson, eds.	Opostegidae	The Nepticulidae and Opostegidae (Lepidoptera) of NW Europe. Fauna Entomologica Scandinavica 23	01/01/1990	357–372					sm
Journal Article	223	Tengström JMJ. Bidrag till Finlands Fjäril-Fauna. Notiser ur Sällskapets pro Fauna et Flora Fennica Förhandlingar 1: 69-164. (1848).	Tengström, J. M. J.		Bidrag till Finlands Fjäril-Fauna	Notiser ur Sällskapets pro Fauna et Flora Fennica Förhandlingar 1	01/01/1848	69–164					sv
Journal Article	224	Meyrick E. Descriptions of New Zealand Lepidoptera. Transactions and Proceedings of the New Zealand Institute 48: 414-419. (1916).	Meyrick, E.		Descriptions of New Zealand Lepidoptera	Transactions and Proceedings of the New Zealand Institute 48	01/01/1916	414–419					en
Journal Article	225	Stainton HT. Lepidoptera. The new British species in 1854. Entomologist's Annual 1855: 62-72. (1855).	Stainton, H. T.		The new British species in 1854	Entomologist's Annual 1855	01/01/1855	62–72					en
Book Chapter	226	Wocke M. II. Microlepidoptera. In: Staudinger O, Wocke M (Eds) Catalog der Lepidopteren Europas und der angrenzenden Länder Catalogue des Lépidopteres d'Europe et des pays limitrophes II Microlepidoptera. O. Staudinger & Hermann Burdach, Dresden, 85-130. (1861).	Wocke, M.,  / Staudinger, O. and M. Wocke, eds.	Staudinger, O. and M. Wocke, eds.	Microlepidoptera	Catalog der Lepidopteren Europas und der angrenzenden Länder Catalogue des Lépidopteres d'Europe et des pays limitrophes II Microlepidoptera	01/01/1861	85–130	O. Staudinger & Hermann Burdach	Dresden			lb
Journal Article	227	Braun AF. Nepticula rhamnicola nom. nov. Entomological News 27: 56. (1916).	Braun, A. F.		Nepticula rhamnicola nom. nov	Entomological News 27	01/01/1916	56					ru-Latn
